"STATION","NAME","DATE","AWND","FMTM","PGTM","PRCP","PSUN","SNOW","SNWD","TAVG","TMAX","TMIN","TSUN","WDF2","WDF5","WESD","WSF2","WSF5","WT01","WT02","WT03","WT04","WT05","WT06","WT07","WT08","WT09","WT11","WT13","WT14","WT15","WT16","WT17","WT18","WT19","WT21","WT22","WV03","WV20"
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","1986-09-17","8.05",,,"0.00",,"0.0","0.0",,"65","45",,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","1986-09-18","9.62",,,"0.00",,"0.0","0.0",,"65","43",,,,,,,,,,,,,,,,,,,,"    1",,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","1986-09-19","4.03",,,"0.00",,"0.0","0.0",,"71","53",,,,,,,"    1",,,,,,,"    1",,,,"    1",,"    1",,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","1986-09-20","6.93",,,"0.00",,"0.0","0.0",,"70","52",,,,,,,"    1",,,,,,,"    1",,,,,,"    1",,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","1986-09-21","9.62",,,"0.20",,"0.0","0.0",,"67","51",,,,,,,"    1",,,,,,,,,,,,,"    1",,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","1986-09-22","6.71",,,"0.04",,"0.0","0.0",,"66","48",,,,,,,"    1",,,,,,,,,,,,,"    1",,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","1986-09-23","12.53",,,"0.02",,"0.0","0.0",,"71","62",,,,,,,"    1",,,,,,,,,,,,,"    1",,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","1986-09-24","7.16",,,"0.00",,"0.0","0.0",,"80","64",,,,,,,"    1",,,,,,,"    1",,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","1986-09-25","6.04",,,"0.00",,"0.0","0.0",,"76","62",,,,,,,"    1",,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","1986-09-26","5.37",,,"0.03",,"0.0","0.0",,"75","62",,,,,,,"    1",,,,,,,"    1",,,,,,"    1",,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","1986-09-27","8.05",,,"0.20",,"0.0","0.0",,"70","57",,,,,,,"    1",,,,,,,,,,,"    1",,"    1",,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","1986-09-28","5.59",,,"0.00",,"0.0","0.0",,"64","56",,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","1986-09-29","10.96",,,"0.00",,"0.0","0.0",,"74","63",,,,,,,"    1",,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","1986-09-30","13.20",,,"0.00",,"0.0","0.0",,"82","67",,,,,,,"    1",,,,,,,"    1",,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","1986-10-01","10.51",,,"0.00",,"0.0","0.0",,"83","65",,,,,,,"    1",,,,,,,"    1",,,,,,"    1",,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","1986-10-02","6.71",,,"0.05",,"0.0","0.0",,"68","59",,,,,,,"    1",,,,,,,"    1",,,,"    1",,"    1",,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","1986-10-03","9.40",,,"0.72",,"0.0","0.0",,"69","56",,,,,,,"    1",,,,,,,,,,,,,"    1",,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","1986-10-04","12.30",,,"0.04",,"0.0","0.0",,"80","69",,,,,,,"    1",,,,,,,,,,,,,"    1",,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","1986-10-05","11.86",,,"0.00",,"0.0","0.0",,"75","48",,,,,,,,,,,,,,,,,,,,"    1",,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","1986-10-06","17.00",,,"0.00",,"0.0","0.0",,"61","44",,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","1986-10-07","5.82",,,"0.00",,"0.0","0.0",,"56","33",,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","1986-10-08","10.07",,,"0.00",,"0.0","0.0",,"66","37",,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","1986-10-09","9.40",,,"0.00",,"0.0","0.0",,"71","54",,,,,,,"    1","    1",,,,,,"    1",,,,"    1",,"    1",,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","1986-10-10","12.53",,,"0.00",,"0.0","0.0",,"54","40",,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","1986-10-11","10.29",,,"0.00",,"0.0","0.0",,"57","40",,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","1986-10-12","6.71",,,"0.00",,"0.0","0.0",,"60","46",,,,,,,"    1",,,,,,,,,,,"    1",,"    1",,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","1986-10-13","6.71",,,"0.10",,"0.0","0.0",,"64","53",,,,,,,"    1","    1",,,,,,"    1",,,,"    1",,"    1",,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","1986-10-14","7.83",,,"0.67",,"0.0","0.0",,"70","57",,,,,,,"    1","    1",,,,,,,,,,"    1",,"    1",,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","1986-10-15","10.29",,,"0.00",,"0.0","0.0",,"59","43",,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","1986-10-16","4.70",,,"0.00",,"0.0","0.0",,"57","37",,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","1986-10-17","9.17",,,"0.00",,"0.0","0.0",,"57","38",,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","1986-10-18","8.50",,,"0.00",,"0.0","0.0",,"57","36",,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","1986-10-19","6.71",,,"0.00",,"0.0","0.0",,"59","31",,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","1986-10-20","6.71",,,"0.00",,"0.0","0.0",,"64","39",,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","1986-10-21","7.83",,,"0.00",,"0.0","0.0",,"66","36",,,,,,,"    1",,,,,,,"    1",,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","1986-10-22","5.37",,,"0.00",,"0.0","0.0",,"65","43",,,,,,,"    1",,,,,,,"    1",,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","1986-10-23","10.07",,,"0.00",,"0.0","0.0",,"73","51",,,,,,,"    1",,,,,,,"    1",,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","1986-10-24","9.40",,,"0.00",,"0.0","0.0",,"61","39",,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","1986-10-25","3.58",,,"0.00",,"0.0","0.0",,"56","30",,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","1986-10-26","8.28",,,"0.47",,"0.0","0.0",,"55","41",,,,,,,"    1",,,,,,,,,,,"    1",,"    1",,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","1986-10-27","7.61",,,"0.01",,"0.0","0.0",,"54","50",,,,,,,"    1","    1",,,,,,,,,,"    1",,"    1",,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","1986-10-28","10.29",,,"0.00",,"0.0","0.0",,"67","42",,,,,,,"    1",,,,,,,"    1",,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","1986-10-29","8.72",,,"0.00",,"0.0","0.0",,"67","38",,,,,,,"    1",,,,,,,"    1",,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","1986-10-30","11.63",,,"0.00",,"0.0","0.0",,"64","43",,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","1986-10-31","8.28",,,"0.00",,"0.0","0.0",,"50","35",,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","1986-11-01","7.61",,,"0.00",,"0.0","0.0",,"62","43",,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","1986-11-02","12.30",,,"0.05",,"0.0","0.0",,"62","43",,,,,,,"    1",,,,,,,,,,,,,"    1",,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","1986-11-03","5.82",,,"0.00",,"0.0","0.0",,"51","36",,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","1986-11-04","7.61",,,"0.07",,"0.0","0.0",,"55","41",,,,,,,"    1",,,,,,,,,,,,,"    1",,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","1986-11-05","12.75",,,"0.27",,"0.0","0.0",,"47","38",,,,,,,"    1",,,,,,,,,,,"    1",,"    1",,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","1986-11-06","10.29",,,"0.32",,"0.0","0.0",,"51","45",,,,,,,"    1",,,,,,,,,,,"    1",,"    1",,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","1986-11-07","5.14",,,"0.00",,"0.0","0.0",,"53","45",,,,,,,,,,,,,,,,,,,,"    1",,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","1986-11-08","9.62",,,"0.55",,"0.0","0.0",,"61","52",,,,,,,"    1","    1",,,,,,,,,,"    1",,"    1",,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","1986-11-09","11.18",,,"0.15",,"0.0","0.0",,"63","48",,,,,,,"    1","    1",,,,,,,,,,"    1",,"    1",,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","1986-11-10","10.29",,,"0.00",,"0.0","0.0",,"50","29",,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","1986-11-11","6.26",,,"0.94",,"0.0","0.0",,"46","28",,,,,,,"    1",,,,,,,,,,,,,"    1",,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","1986-11-12","4.92",,,"0.00",,"0.0","0.0",,"48","31",,,,,,,"    1",,,,,,,,,,,"    1",,"    1",,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","1986-11-13","11.63",,,"0.00",,"0.0","0.0",,"42","25",,,,,,,"    1",,,,,,,"    1",,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","1986-11-14","8.95",,,"0.00",,"0.0","0.0",,"35","19",,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","1986-11-15","5.82",,,"0.00",,"0.0","0.0",,"44","19",,,,,,,,,,,,,,,,,,"    1",,"    1",,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","1986-11-16","6.26",,,"0.01",,"0.0","0.0",,"51","36",,,,,,,,,,,,,,,,,,,,"    1",,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","1986-11-17","4.70",,,"0.00",,"0.0","0.0",,"54","38",,,,,,,,,,,,,,"    1",,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","1986-11-18","8.05",,,"0.45",,"0.0","0.0",,"52","36",,,,,,,,,,,,,,"    1",,,,"    1",,"    1",,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","1986-11-19","17.45",,,"1.46",,"0.0","0.0",,"43","25",,,,,,,"    1",,"    1","    1",,,,,,,,,,"    1",,"    1",,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","1986-11-20","10.51",,,"0.12",,"0.0","0.0",,"55","21",,,,,,,"    1",,,,,,,"    1",,,,"    1",,"    1",,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","1986-11-21","18.12",,,"0.63",,"0.0","0.0",,"56","37",,,,,,,,,,,,,,"    1",,,,,,"    1",,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","1986-11-22","7.61",,,"0.00",,"0.0","0.0",,"45","28",,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","1986-11-23","8.50",,,"0.00",,"0.0","0.0",,"53","27",,,,,,,"    1",,,,,,,,,,,"    1",,"    1",,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","1986-11-24","9.62",,,"0.41",,"0.0","0.0",,"52","42",,,,,,,"    1",,,,,,,"    1",,,,"    1",,"    1",,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","1986-11-25","3.80",,,"0.00",,"0.0","0.0",,"51","29",,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","1986-11-26","10.51",,,"1.13",,"0.0","0.0",,"60","30",,,,,,,"    1",,,,,,,,,,,,,"    1",,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","1986-11-27","10.29",,,"0.00",,"0.0","0.0",,"57","31",,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","1986-11-28","3.80",,,"0.00",,"0.0","0.0",,"50","27",,,,,,,,,,,,,,"    1",,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","1986-11-29","7.38",,,"0.00",,"0.0","0.0",,"55","33",,,,,,,"    1",,,,,,,"    1",,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","1986-11-30","10.96",,,"0.00",,"0.0","0.0",,"44","27",,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","1986-12-01","12.53",,,"0.00",,"0.0","0.0",,"38","26",,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","1986-12-02","17.67",,,"0.70",,"0.0","0.0",,"54","34",,,,,,,"    1",,,,,,,"    1",,,,,,"    1",,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","1986-12-03","15.43",,,"0.98",,"0.0","0.0",,"59","46",,,,,,,"    1","    1",,,,,,,,,,"    1",,"    1",,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","1986-12-04","11.41",,,"0.00",,"0.0","0.0",,"46","31",,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","1986-12-05","10.51",,,"0.00",,"0.0","0.0",,"41","26",,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","1986-12-06","7.61",,,"0.00",,"0.0","0.0",,"41","20",,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","1986-12-07","6.93",,,"0.00",,"0.0","0.0",,"46","24",,,,,,,,,,,,,,,,,,,,"    1",,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","1986-12-08","12.75",,,"0.00",,"0.0","0.0",,"45","33",,,,,,,,,,,,,,,,,,,,,,"    1",,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","1986-12-09","12.30",,,"0.84",,"0.5","0.0",,"52","32",,,,,,,"    1","    1",,,,,,,,,,"    1",,"    1",,"    1",,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","1986-12-10","11.18",,,"0.06",,"0.0","0.0",,"55","39",,,,,,,"    1","    1",,,,,,,,,,"    1",,"    1",,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","1986-12-11","8.72",,,"0.31",,"1.2","0.0",,"39","31",,,,,,,"    1",,,,,,,,,,,,,"    1",,"    1",,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","1986-12-12","9.84",,,"0.00",,"0.0","0.0",,"40","34",,,,,,,"    1",,,,,,,,,,,"    1",,"    1",,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","1986-12-13","13.42",,,"0.00",,"0.0","0.0",,"35","17",,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","1986-12-14","9.84",,,"0.00",,"0.0","0.0",,"34","15",,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","1986-12-15","9.62",,,"0.00",,"0.0","0.0",,"45","28",,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","1986-12-16","1.12",,,"0.00",,"0.0","0.0",,"44","30",,,,,,,"    1",,,,,,,"    1",,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","1986-12-17","8.50",,,"0.00",,"0.0","0.0",,"43","28",,,,,,,,,,,,,,"    1",,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","1986-12-18","13.65",,,"1.12",,"0.0","0.0",,"50","38",,,,,,,"    1",,,,,,,,,,,,,"    1",,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","1986-12-19","20.58",,,"0.57",,"0.0","0.0",,"45","34",,,,,,,"    1",,,"    1",,,,,,,,,,"    1",,"    1",,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","1986-12-20","8.50",,,"0.00",,"0.0","0.0",,"42","35",,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","1986-12-21","11.18",,,"0.00",,"0.0","0.0",,"37","27",,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","1986-12-22","5.59",,,"0.00",,"0.0","0.0",,"38","18",,,,,,,,,,,,,,"    1",,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","1986-12-23","9.17",,,"0.00",,"0.0","0.0",,"48","28",,,,,,,,,,,,,,"    1",,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","1986-12-24","11.41",,,"0.11",,"0.0","0.0",,"45","24",,,,,,,"    1",,,,,,,"    1",,,,,,"    1",,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","1986-12-25","15.43",,,"0.48",,"0.0","0.0",,"54","44",,,,,,,"    1","    1",,,,,,"    1",,,,"    1",,"    1",,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","1986-12-26","9.40",,,"0.00",,"0.0","0.0",,"45","34",,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","1986-12-27","5.14",,,"0.00",,"0.0","0.0",,"39","23",,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","1986-12-28","6.93",,,"0.00",,"0.0","0.0",,"35","24",,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","1986-12-29","4.25",,,"0.00",,"0.0","0.0",,"37","29",,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","1986-12-30","10.51",,,"0.29",,"1.7","0.0",,"40","32",,,,,,,"    1",,,,,,,,,,,"    1",,"    1",,"    1",,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","1986-12-31","11.41",,,"0.00",,"0.0","2.0",,"40","22",,,,,,,"    1",,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","1987-01-01","10.07",,,"0.29",,"0.0","1.0",,"37","18",,,,,,,"    1",,,"    1",,,,,,,,,,"    1",,"    1",,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","1987-01-02","16.78",,,"0.89",,"1.0","0.0",,"40","33",,,,,,,"    1",,,"    1",,,,,,,,"    1",,"    1",,"    1",,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","1987-01-03","16.11",,,"0.00",,"0.0","0.0",,"36","29",,,,,,,"    1",,,,,,,,,,,,,,,"    1",,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","1987-01-04","11.63",,,"0.00",,"0.0","0.0",,"34","25",,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","1987-01-05","13.20",,,"0.00",,"0.0","0.0",,"37","27",,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","1987-01-06","4.70",,,"0.00",,"0.0","0.0",,"41","19",,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","1987-01-07","14.09",,,"0.00",,"0.0","0.0",,"49","37",,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","1987-01-08","14.09",,,"0.00",,"0.0","0.0",,"38","26",,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","1987-01-09","7.38",,,"0.00",,"0.0","0.0",,"41","26",,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","1987-01-10","8.50",,,"0.78",,"0.0","0.0",,"42","29",,,,,,,"    1",,,,,,,,,,,"    1",,"    1",,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","1987-01-11","16.55",,,"0.00",,"0.0","0.0",,"40","34",,,,,,,"    1",,,,,,,,,,,"    1",,"    1",,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","1987-01-12","15.43",,,"0.00",,"0.0","0.0",,"38","34",,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","1987-01-13","14.99",,,"0.00",,"0.0","0.0",,"42","29",,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","1987-01-14","9.62",,,"0.00",,"0.0","0.0",,"46","22",,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","1987-01-15","11.41",,,"0.06",,"0.0","0.0",,"56","43",,,,,,,"    1",,,,,,,,,,,,,"    1",,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","1987-01-16","12.30",,,"0.00",,"0.0","0.0",,"49","27",,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","1987-01-17","9.40",,,"0.00",,"0.0","0.0",,"30","19",,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","1987-01-18","9.62",,,"0.84",,"0.0","0.0",,"40","22",,,,,,,"    1",,,,,,,"    1",,,,"    1",,"    1",,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","1987-01-19","10.74",,,"0.74",,"1.3","0.0",,"36","29",,,,,,,"    1",,,"    1",,,,,,,,,,"    1",,"    1",,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","1987-01-20","6.49",,,"0.00",,"0.0","1.0",,"31","23",,,,,,,"    1",,,,,,,"    1",,,,,,,,"    1",,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","1987-01-21","5.14",,,"0.00",,"0.0","1.0",,"37","24",,,,,,,"    1",,,,,,,"    1",,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","1987-01-22","12.53",,,"1.62",,"0.7","0.0",,"45","27",,,,,,,"    1","    1",,"    1",,,,,"    1",,,"    1",,"    1",,"    1",,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","1987-01-23","16.78",,,"0.13",,"1.3","3.0",,"36","17",,,,,,,"    1","    1",,,,,,,"    1",,,,,,,"    1",,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","1987-01-24","17.00",,,"0.00",,"0.0","4.0",,"19","9",,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","1987-01-25","5.82",,,"0.00",,"0.0","4.0",,"24","7",,,,,,,,,,,,,,,,,,,,,,"    1",,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","1987-01-26","18.34",,,"0.45",,"4.5","6.0",,"24","18",,,,,,,"    1","    1",,,,,,,"    1",,,,,,,"    1",,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","1987-01-27","8.50",,,"0.00",,"0.0","9.0",,"24","11",,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","1987-01-28","5.14",,,"0.00",,"0.0","9.0",,"27","7",,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","1987-01-29","4.92",,,"0.00",,"0.0","8.0",,"36","12",,,,,,,,,,,,,,"    1",,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","1987-01-30","7.61",,,"0.48",,"0.0","6.0",,"41","21",,,,,,,"    1",,,,,,,,,,,"    1",,"    1",,"    1",,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","1987-01-31","12.75",,,"0.00",,"0.0","2.0",,"37","31",,,,,,,"    1",,,,,,,,,,,"    1",,"    1",,"    1",,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","1987-02-01","13.65",,,"0.00",,"0.0","1.0",,"34","28",,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","1987-02-02","7.83",,,"0.05",,"0.1","1.0",,"47","31",,,,,,,"    1",,,"    1",,,,"    1",,,,,,"    1",,"    1",,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","1987-02-03","7.83",,,"0.00",,"0.0","1.0",,"50","25",,,,,,,"    1",,,,,,,"    1",,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","1987-02-04","12.53",,,"0.00",,"0.0","0.0",,"42","31",,,,,,,,,,,,,,,,,,,,,,"    1",,,,,
